2026-03-04 22:31:45,048 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('448.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:45,048 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('448.000'))
2026-03-04 22:31:45,080 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3649.000'))
2026-03-04 22:31:45,080 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3649.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('438.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('438.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('438.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.650'), Decimal('438.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11446.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.660'), Decimal('11446.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11446.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:31:45,923 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.660'), Decimal('11446.000'))
2026-03-04 22:32:57,025 | INFO | Connecting to wss://api.polymarket.us/v1/ws/markets
2026-03-04 22:32:57,862 | INFO | Connected to wss://api.polymarket.us/v1/ws/markets
2026-03-04 22:32:57,870 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11446.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:32:57,870 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.660'), Decimal('11446.000'))
2026-03-04 22:32:57,880 | INFO | Loaded snapshot for Asset ID: aec-ufc-reider-caibor-2026-03-07 | Best Bid: (Decimal('0.320'), Decimal('490.000')) | Best Ask: (Decimal('0.330'), Decimal('200.000'))
2026-03-04 22:32:57,882 | INFO | Loaded snapshot for Asset ID: aec-ufc-reider-caibor-2026-03-07-inverse | Best Bid: (Decimal('0.670'), Decimal('200.000')) | Best Ask: (Decimal('0.680'), Decimal('490.000'))
2026-03-04 22:32:57,882 | INFO | Loaded snapshot for Asset ID: aec-ufc-micjoh-dredob-2026-03-07 | Best Bid: (Decimal('0.520'), Decimal('362.000')) | Best Ask: (Decimal('0.530'), Decimal('931.000'))
2026-03-04 22:32:57,882 | INFO | Loaded snapshot for Asset ID: aec-ufc-micjoh-dredob-2026-03-07-inverse | Best Bid: (Decimal('0.470'), Decimal('931.000')) | Best Ask: (Decimal('0.480'), Decimal('362.000'))
2026-03-04 22:32:57,882 | INFO | Loaded snapshot for Asset ID: aec-ufc-robfon-rauros-2026-03-07 | Best Bid: (Decimal('0.330'), Decimal('1039.000')) | Best Ask: (Decimal('0.350'), Decimal('465.000'))
2026-03-04 22:32:57,882 | INFO | Loaded snapshot for Asset ID: aec-ufc-robfon-rauros-2026-03-07-inverse | Best Bid: (Decimal('0.650'), Decimal('465.000')) | Best Ask: (Decimal('0.670'), Decimal('1039.000'))
2026-03-04 22:32:57,888 | INFO | Loaded snapshot for Asset ID: aec-ufc-grerod-brufer-2026-03-07 | Best Bid: (Decimal('0.600'), Decimal('1516.000')) | Best Ask: (Decimal('0.640'), Decimal('25991.000'))
